GeneID,Symbol,description,reconstruction_error,is_anomaly
59342,SCPEP1,17q22,0.25097194,False
10513,APPBP2,17q23.2,0.24550796,False
7932,OR2H2,6p22.1,0.2587863,False
116835,HSPA12B,20p13,0.26032707,False
8843,HCAR3,12q24.31,0.2533044,False
406899,MIR106A,Xq26.2,0.24956661,False
64114,TMBIM1,2q35,0.25369978,False
54442,KCTD5,16p13.3,0.25220007,False
89849,ATG16L2,11q13.4,0.24935505,False
116835,HSPA12B,20p13,0.26032358,False
5992,RFX4,12q23.3,0.24519241,False
154791,FMC1,7q34,0.26040256,False
25777,SUN2,22q13.1,0.24487796,False
90850,ZNF598,16p13.3,0.25641215,False
91752,ZNF804A,2q32.1,0.3401847,False
3995,FADS3,11q12.2,0.24978887,False
9962,SLC23A2,20p13,0.24675329,False
55297,CCDC91,12p11.22,0.25585112,False
6665,SOX15,17p13.1,0.25443763,False
677847,SNORA81,3q27.3,57.57801,True
642,BLMH,17q11.2,0.24738331,False
1735,DIO3,14q32.31,0.24656339,False
51167,CYB5R4,6q14.2,0.24379578,False
9695,EDEM1,3p26.1,0.2484191,False
56125,PCDHB11,5q31.3,0.25360462,False
3440,IFNA2,9p21.3,0.25240472,False
11064,CNTRL,9q33.2,0.24906872,False
3882,KRT32,17q21.2,0.26074862,False
5047,PAEP,9q34.3,0.25714016,False
100101267,POM121C,7q11.23,0.24605629,False
55907,CMAS,12p12.1,0.25142136,False
407047,MIR9-2,5q14.3,0.27001634,False
284402,SCGB2B2,19q13.11,0.26285583,False
83857,TMTC1,12p11.22,0.25373626,False
113763,ZBED10P,7q36.1,57.57801,True
10067,SCAMP3,1q22,0.25750703,False
64137,ABCG4,11q23.3,0.24551508,False
51378,ANGPT4,20p13,0.2492809,False
7726,TRIM26,6p22.1,0.25083363,False
57703,CWC22,2q31.3,0.2513014,False
80818,ZNF436,1p36.12,0.25322556,False
23617,TSSK2,22q11.21,0.24875624,False
8846,ALKBH1,14q24.3,0.25279585,False
146779,EFCAB3,17q23.2,0.26132706,False
4100,MAGEA1,Xq28,0.2586213,False
27198,HCAR1,12q24.31,0.25642502,False
151649,PP2D1,3p24.3,0.26129156,False
11026,LILRA3,19q13.4,0.25809577,False
7165,TPD52L2,20q13.33,0.26120985,False
28511,NKIRAS2,17q21.2,0.25448346,False
57695,USP37,2q35,0.2521966,False
66002,CYP4F12,19p13.12,0.25282258,False
51421,AMOTL2,3q22.2,0.24521555,False
401265,KLHL31,6p12.1,0.25602093,False
100132916,SHISAL2B,5q12.3,0.2646449,False
1002,CDH4,20q13.33,0.35640642,False
142689,ASB12,Xq11.2,0.25425634,False
1431,CS,12q13.3,0.24753842,False
202559,KHDRBS2,6q11.1,0.48576155,True
27067,STAU2,8q21.11,0.25568235,False
51647,CIAO2B,16q22.1,0.24924845,False
6457,SH3GL3,15q25.2,0.24439213,False
2288,FKBP4,12p13.33,0.25702974,False
10109,ARPC2,2q35,0.26659885,False
117247,SLC16A10,6q21,0.24134248,False
112483,SAT2,17p13.1,0.25109294,False
8463,TEAD2,19q13.33,0.24596125,False
342979,PALM3,19p13.12,0.25393194,False
6500,SKP1,5q31.1,0.2523309,False
407004,MIR22,17p13.3,0.25987965,False
285588,EFCAB9,5q35.1,0.2710894,False
28972,SPCS1,3p21.1,0.25183222,False
1880,GPR183,13q32.3,0.24557927,False
3960,LGALS4,19q13.2,0.25139207,False
169044,COL22A1,8q24.23-q24.3,0.2728537,False
578,BAK1,6p21.31,0.32599628,False
84261,FBXW9,19p13.13,0.26475498,False
25806,VAX2,2p13.3,0.2460952,False
4794,NFKBIE,6p21.1,0.25253057,False
8804,CREG1,1q24.2,0.25217846,False
406911,MIR125B1,11q24.1,0.26228374,False
4084,MXD1,2p13.3,0.24636948,False
83666,PARP9,3q21.1,0.25381643,False
9422,ZNF264,19q13.43,0.25287554,False
92106,OXNAD1,3p25.1-p24.3,0.25841376,False
219539,YPEL4,11q12.1,0.25900432,False
553115,PEF1,1p35.2,0.25140774,False
55080,TAPBPL,12p13.31,0.25282934,False
398,ARHGDIG,16p13.3,0.2519419,False
91419,ATP23,12q14.1,0.24649219,False
7316,UBC,12q24.31,0.24836858,False
54207,KCNK10,14q31.3,0.24552202,False
153443,SRFBP1,5q23.1,0.26116213,False
83941,TM2D1,1p31.3,0.25326598,False
90441,ZNF622,5p15.1,0.25326627,False
9764,KIAA0513,16q24.1,0.26386955,False
282618,IFNL1,19q13.2,0.25189632,False
9114,ATP6V0D1,16q22.1,0.254076,False
127795,C1orf87,1p32.1,57.57801,True
10432,RBM14,11q13.2,0.25428468,False
5024,P2RX3,11q12.1,0.2543012,False
9834,FAM30A,14q32.33,57.57801,True
116028,RMI2,16p13.13,0.2508721,False
29841,GRHL1,2p25.1,0.2501005,False
83933,HDAC10,22q13.33,0.2466459,False
401250,MCCD1,6p21.33,0.26438123,False
377,ARF3,12q13.12,0.24604782,False
8852,AKAP4,Xp11.22,0.25225124,False
3445,IFNA8,9p21.3,0.2530868,False
8876,VNN1,6q23.2,0.25609738,False
6860,SYT4,18q12.3,0.36990088,False
8530,CST7,20p11.21,0.2471988,False
49860,CRNN,1q21.3,0.250453,False
8641,PCDHGB4,5q31.3,0.27814746,False
5067,CNTN3,3p12.3,0.3531349,False
23357,ANGEL1,14q24.3,0.24821484,False
56647,BCCIP,10q26.2,0.2437283,False
11283,CYP4F8,19p13.12,0.2537423,False
6779,STATH,4q13.3,0.25355026,False
84647,PLA2G12B,10q22.1,0.25368893,False
51547,SIRT7,17q25.3,0.25700858,False
4651,MYO10,5p15.1,0.25594932,False
9965,FGF19,11q13.3,0.24514753,False
55626,AMBRA1,11p11.2,0.2572009,False
4249,MGAT5,2q21.2-q21.3,0.27413607,False
534,ATP6V1G2,6p21.33,0.25302535,False
115727,RASGRP4,19q13.2,0.25230747,False
50616,IL22,12q15,0.25082988,False
9610,RIN1,11q13.2,0.24877362,False
6203,RPS9,19q13.42,0.25245386,False
125058,TBC1D16,17q25.3,0.25762126,False
10474,TADA3,3p25.3,0.24805605,False
55744,COA1,7p13,0.2522153,False
79603,CERS4,19p13.2,0.25448602,False
27190,IL17B,5q32,0.25539586,False
9794,MAML1,5q35.3,0.24781947,False
51122,COMMD2,3q25.1,0.26164225,False
54520,CCDC93,2q14.1,0.25321615,False
6383,SDC2,8q22.1,0.24380963,False
55707,NECAP2,1p36.13,0.25332257,False
5529,PPP2R5E,14q23.2,0.25058728,False
58503,OPRPN,4q13.3,0.25726962,False
4283,CXCL9,4q21.1,0.24644953,False
1826,DSCAM,21q22.2,0.28702015,False
80223,RAB11FIP1,8p11.23,0.25166193,False
390928,ACP7,19q13.2,0.25975087,False
51663,ZFR,5p13.3,0.2522982,False
196996,GRAMD2A,15q23,0.24725927,False
23008,KLHDC10,7q32.2,0.25071776,False
11129,CLASRP,19q13.32,0.25580102,False
134,ADORA1,1q32.1,0.33004415,False
493861,EID3,12q23.3,0.2519249,False
23131,GPATCH8,17q21.31,0.24980965,False
9103,FCGR2C,1q23.3,0.25118232,False
100073347,MIMT1,19q13.43,57.57801,True
54715,RBFOX1,16p13.3,0.7697882,True
84991,RBM17,10p15.1,0.2512305,False
3485,IGFBP2,2q35,0.2544897,False
168391,GALNTL5,7q36.1,0.25245783,False
57820,CCNB1IP1,14q11.2,0.25187576,False
112770,GLMP,1q22,0.2538643,False
284124,FLJ36000,17p11.2,57.57801,True
80230,RUFY1,5q35.3,0.24818783,False
134864,TAAR1,6q23.2,0.24830873,False
84283,TMEM79,1q22,0.25093305,False
8303,SNN,16p13.13,0.25904724,False
4619,MYH1,17p13.1,0.24903803,False
8736,MYOM1,18p11.31,0.2560472,False
9444,QKI,6q26,0.25936076,False
474382,H2AB1,Xq28,0.25864026,False
84694,GJA10,6q15,0.2511941,False
7711,ZNF155,19q13.31,0.25601035,False
57717,PCDHB16,5q31.3,0.25439343,False
57326,PBXIP1,1q21.3,0.24558726,False
283078,MKX,10p12.1,0.25681472,False
10408,MYCNOS,2p24.3,0.256832,False
4855,NOTCH4,6p21.32,0.25211802,False
56938,BMAL2,12p11.23,0.24510488,False
92421,CHMP4C,8q21.13,0.26076576,False
83940,TATDN1,8q24.13,0.25394657,False
100101490,MCTS2,20q11.21,0.26832947,False
10673,TNFSF13B,13q33.3,0.24369624,False
51286,CEND1,11p15.5,0.2551595,False
79056,PRRG4,11p13,0.24918266,False
56136,PCDHA13,5q31.3,0.26277503,False
8552,INE1,Xp11.3,57.57801,True
6902,TBCA,5q14.1,0.24455488,False
221074,SLC39A12,10p12.33,0.2482796,False
158763,ARHGAP36,Xq26.1,0.26400986,False
4775,NFATC3,16q22.1,0.24403338,False
27328,PCDH11X,Xq21.31,0.3051579,False
414062,CCL3L3,17q12,0.25524232,False
342125,TMC3,15q25.1,0.30839372,False
9656,MDC1,6p21.33,0.25243258,False
7177,TPSAB1,16p13.3,0.2547296,False
1728,NQO1,16q22.1,0.2464436,False
79758,DHRS12,13q14.3,0.2693084,False
84000,TMPRSS13,11q23.3,0.2507963,False
219749,ZNF25,10p11.21,0.25599182,False
50508,NOX3,6q25.3,0.26456696,False
64760,FHIP2B,8p21.3,57.57801,True
51442,VGLL1,Xq26.3,0.26224443,False
431704,RGS21,1q31.2,0.28982478,False
284338,PRR19,19q13.2,0.25876924,False
3595,IL12RB2,1p31.3,0.24525599,False
10622,POLR3G,5q14.3,0.24583209,False
3812,KIR3DL2,19q13.42,0.26258585,False
8749,ADAM18,8p11.22,0.25829548,False
282616,IFNL2,19q13.2,0.25210503,False
9768,PCLAF,15q22.31,0.24720906,False
80833,APOL3,22q12.3,0.25094262,False
1871,E2F3,6p22.3,0.25635153,False
160760,PPTC7,12q24.11,0.24928394,False
151194,METTL21A,2q33.3,0.25866577,False
55299,BRIX1,5p13.2,0.25142407,False
23409,SIRT4,12q24.23-q24.31,0.25288486,False
145216,PPP1R13B-DT,14q32.33,57.57801,True
11262,SP140,2q37.1,0.2569403,False
664615,MIR376A2,14q32.31,0.26719147,False
57348,TTYH1,19q13.42,0.24588169,False
9866,TRIM66,11p15.4,0.26809546,False
55355,HJURP,2q37.1,0.25639448,False
144404,TMEM120B,12q24.31,0.25898317,False
1361,CPB2,13q14.13,0.24877165,False
8732,RNGTT,6q15,0.2573074,False
11320,MGAT4A,2q11.2,0.24394116,False
64393,ZMAT3,3q26.32,0.2501663,False
56981,PRDM11,11p11.2,0.24682783,False
22993,HMGXB3,5q32,0.26419777,False
55705,IPO9,1q32.1,0.2504185,False
10824,DIAPH2-AS1,Xq21.33,0.32051224,False
53833,IL20RB,3q22.3,0.24732453,False
11230,PRAF2,Xp11.23,0.25224212,False
6586,SLIT3,5q34-q35.1,0.28352708,False
117583,PARD3B,2q33.3,0.33127376,False
53358,SHC3,9q22.1,0.25617728,False
65989,DLK2,6p21.1,0.25475037,False
221458,KIF6,6p21.2,0.26634923,False
100506668,NRAV,12q24.31,57.57801,True
3397,ID1,20q11.21,0.2518429,False
10629,TAF6L,11q12.3,0.24441676,False
283807,FBXL22,15q22.31,0.25430244,False
26233,FBXL6,8q24.3,0.25598052,False
8607,RUVBL1,3q21.3,0.3222598,False
127550,A3GALT2,1p35.1,0.26340184,False
574461,MIR520E,19q13.42,0.2626184,False
10745,PHTF1,1p13.2,0.2584491,False
10419,PRMT5,14q11.2,0.27015078,False
51665,ASB1,2q37.3,0.25864282,False
722,C4BPA,1q32.2,0.25454623,False
150684,COMMD1,2p15,0.25420752,False
55512,SMPD3,16q22.1,0.28687236,False
91689,SMDT1,22q13.2,0.25597703,False
8793,TNFRSF10D,8p21.3,0.25200793,False
79000,AUNIP,1p36.11,0.2477104,False
63891,RNF123,3p21.31,0.24715078,False
50863,NTM,11q25,0.34801492,False
128859,BPIFB6,20q11.21,0.26494938,False
132954,PDCL2,4q12,0.2545789,False
4745,NELL1,11p15.1,0.3456551,False
54984,PINX1,8p23.1,0.24877644,False
494118,SPANXN1,Xq27.3,57.57801,True
79571,GCC1,7q32.1,0.25123924,False
11156,PTP4A3,8q24.3,0.24536648,False
57337,SENP7,3q12.3,0.24667917,False
9312,KCNB2,8q21.11,0.25156477,False
574442,MIR489,7q21.3,0.27374715,False
8424,BBOX1,11p14.2,0.25784925,False
56000,NXF3,Xq22.1,0.25986838,False
57132,CHMP1B,18p11.21,0.2688778,False
440093,H3-5,12p11.21,0.25184053,False
10425,ARIH2,3p21.31,0.24306133,False
57214,CEMIP,15q25.1,0.24394162,False
55142,HAUS2,15q15.2,0.24856949,False
26010,SPATS2L,2q33.1,0.25954935,False
79901,CYBRD1,2q31.1,0.24861921,False
5217,PFN2,3q25.1,0.2479501,False
64066,MMP27,11q22.2,0.25029156,False
5154,PDGFA,7p22.3,0.27314842,False
5225,PGC,6p21.1,0.2594168,False
9807,IP6K1,3p21.31,0.24669072,False
7349,UCN,2p23.3,0.26995608,False
54557,SGTB,5q12.3,0.24967931,False
677774,SCARNA1,1p35.3,0.26480025,False
22870,PPP6R1,19q13.42,0.25049457,False
653145,ANXA8,10q11.22,0.2770346,False
29943,PADI1,1p36.13,0.25291616,False
23376,UFL1,6q16.1,0.25704762,False
7462,LAT2,7q11.23,0.26817116,False
26164,MTG2,20q13.33,0.24601528,False
60677,CELF6,15q23,0.24828383,False
51231,VRK3,19q13.33,0.24641746,False
401541,CENPP,9q22.31,0.2591398,False
84435,ADGRA1,10q26.3,0.2491498,False
9437,NCR1,19q13.42,0.25865534,False
100287171,WASHC1,9p24.3,0.25535998,False
9788,MTSS1,8q24.13,0.25211605,False
148266,ZNF569,19q13.12,0.25176275,False
6051,RNPEP,1q32.1,0.25396544,False
25960,ADGRA2,8p11.23,0.24533892,False
55929,DMAP1,1p34.1,0.24671574,False
6036,RNASE2,14q11.2,0.24981257,False
150696,PROM2,2q11.1,0.2571059,False
55095,SAMD4B,19q13.2,0.25684217,False
10014,HDAC5,17q21.31,0.2565548,False
114876,OSBPL1A,18q11.2,0.2505139,False
83259,PCDH11Y,Yp11.2,0.29029757,False
407055,MIR99A,21q21.1,0.3316217,False
414059,TBC1D3B,17q12,0.26235947,False
122809,SOCS4,14q22.3,0.25417772,False
619189,SERINC4,15q15.3,0.2611154,False
23145,SSPOP,7q36.1,0.25554147,False
23643,LY96,8q21.11,0.25499704,False
6363,CCL19,9p13.3,0.28242916,False
283871,PGP,16p13.3,0.25290883,False
407011,MIR23B,9q22.32,0.26329952,False
261729,STEAP2,7q21.13,0.24671125,False
11072,DUSP14,17q12,0.25543094,False
7076,TIMP1,Xp11.3,0.24957316,False
3809,KIR2DS4,19q13.42,0.26225492,False
5529,PPP2R5E,14q23.2,0.25058308,False
85027,SMIM3,5q33.1,0.26154718,False
8836,GGH,8q12.3,0.24885583,False
23779,ARHGAP8,22q13.31,0.26069492,False
3806,KIR2DS1,19q13.4,0.26106355,False
441549,CDNF,10p13,0.26012668,False
5980,REV3L,6q21,0.24595599,False
123036,TC2N,14q32.12,0.2632627,False
10951,CBX1,17q21.32,0.24613191,False
92558,BICDL1,12q24.23,0.25123706,False
29985,SLC39A3,19p13.3,0.24971128,False
57787,MARK4,19q13.32,0.25467417,False
55449,DHRS4-AS1,14q11.2,57.57801,True
3381,IBSP,4q22.1,0.24779132,False
55486,PARL,3q27.1,0.25232953,False
147323,STARD6,18q21.2,0.2666883,False
25980,AAR2,20q11.23,0.26763463,False
55028,MTNAP1,17q25.1,0.2719589,False
9819,TSC22D2,3q25.1,0.25656956,False
91768,CABLES1,18q11.2,0.26820907,False
406972,MIR196A1,17q21.32,0.25868964,False
29933,GPR132,14q32.33,0.25356114,False
8170,SLC14A2,18q12.3,0.2635642,False
55831,EMC3,3p25.3,0.25309643,False
23008,KLHDC10,7q32.2,0.25066397,False
896,CCND3,6p21.1,0.25386858,False
2822,GPLD1,6p22.3,0.2503692,False
171425,CLYBL,13q32.3,0.277045,False
11168,PSIP1,9p22.3,0.24842374,False
252969,NEIL2,8p23.1,0.25214565,False
84311,MRPL45,17q12,0.2522698,False
4490,MT1B,16q13,0.2524161,False
3804,KIR2DL3,19q13.42,0.25907603,False
64946,CENPH,5q13.2,0.24840952,False
123879,DCUN1D3,16p12.3,0.24530809,False
83596,BCL2L12,19q13.33,0.25004485,False
9275,BCL7B,7q11.23,0.24470723,False
56895,AGPAT4,6q26,0.2479158,False
84898,PLXDC2,10p12.31,0.2769545,False
54825,CDHR2,5q35.2,0.24667352,False
57451,TENM2,5q34,0.37397924,False
5983,RFC3,13q13.2,0.25161123,False
3698,ITIH2,10p14,0.25177824,False
51430,SUCO,1q24.3,0.25526863,False
8487,GEMIN2,14q21.1,0.24843408,False
53637,S1PR5,19p13.2,0.25751826,False
55238,SLC38A7,16q21,0.24427746,False
340273,ABCB5,7p21.1,0.24873132,False
1847,DUSP5,10q25.2,0.24419226,False
50839,TAS2R10,12p13.2,0.25580668,False
10077,TSPAN32,11p15.5,0.2548723,False
200728,TMEM17,2p15,0.2546147,False
23101,MCF2L2,3q27.1,0.26624578,False
2790,GNG10,9q31.3,0.2510621,False
3578,IL9,5q31.1,0.24989958,False
23076,RRP1B,21q22.3,0.24620499,False
406887,MIRLET7E,19q13.41,0.2555649,False
130367,SGPP2,2q36.1,0.25804213,False
10311,VPS26C,21q22.13,0.2547769,False
9861,PSMD6,3p14.1,0.25140128,False
8727,CTNNAL1,9q31.3,0.24897604,False
5268,SERPINB5,18q21.33,0.25029144,False
11102,RPP14,3p14.3,0.24660812,False
7079,TIMP4,3p25.2,0.26531017,False
2681,GGTA1,9q33.2,0.2588358,False
5886,RAD23A,19p13.13,0.24660285,False
145837,DRAIC,15q23,57.57801,True
91653,BOC,3q13.2,0.24784,False
6633,SNRPD2,19q13.32,0.25797883,False
221830,POLR1F,7p21.1,0.25522077,False
330,BIRC3,11q22.2,0.24545673,False
220323,OAF,11q23.3,57.57801,True
7763,ZFAND5,9q21.13,0.25236055,False
115352,FCRL3,1q23.1,0.24910815,False
54948,MRPL16,11q12.1,0.25120336,False
29953,TRHDE,12q21.1,0.2632894,False
339398,LINGO4,1q21.3,0.26174334,False
56107,PCDHGA9,5q31.3,0.2769871,False
9308,CD83,6p23,0.25413972,False
7467,WHCR,4p16,57.57801,True
121536,AEBP2,12p12.3,0.25041935,False
30833,NT5C,17q25.1,0.24324282,False
5899,RALB,2q14.2,0.24520911,False
7693,ZNF134,19q13.43,0.25028938,False
9452,ITM2A,Xq21.1,0.25742602,False
57481,KIAA1210,Xq24,0.26167062,False
84517,ACTRT3,3q26.2,0.25966796,False
5578,PRKCA,17q24.2,0.3373107,False
80853,KDM7A,7q34,0.25038505,False
9143,SYNGR3,16p13.3,0.25079462,False
389170,LEKR1,3q25.31,57.57801,True
319100,TAAR6,6q23.2,0.2544891,False
5612,THAP12,11q13.5,0.25223282,False
387775,SLC22A10,11q12.3,0.26246792,False
285973,ATG9B,7q36.1,0.25254014,False
10169,SERF2,15q15.3,0.26015502,False
51397,COMMD10,5q23.1,0.25962433,False
257364,SNX33,15q24.2,0.24435066,False
10016,PDCD6,5p15.33,0.28722838,False
154664,ABCA13,7p12.3,0.2552086,False
47,ACLY,17q21.2,0.24506502,False
1669,DEFA4,8p23.1,0.25267458,False
219595,FOLH1B,11q14.3,0.250895,False
51005,AMDHD2,16p13.3,0.25195363,False
1942,EFNA1,1q22,0.25978455,False
27253,PCDH17,13q21.1,0.26552984,False
25999,CLIP3,19q13.12,0.24919534,False
51652,CHMP3,2p11.2,0.27744794,False
374860,ANKRD30B,18p11.21,0.26670685,False
100126316,MIR873,9p21.1,0.25635293,False
25817,TAFA5,22q13.32,0.2759126,False
64398,PALS1,14q23.3,0.2659359,False
92129,RIPPLY1,Xq22.3,0.25358242,False
123745,PLA2G4E,15q15.1,0.251443,False
134111,UBE2QL1,5p15.31,0.2531662,False
84324,SARNP,12q13.2,0.24589305,False
9,NAT1,8p22,0.2545471,False
10330,CNPY2,12q13.3,0.2560881,False
388015,RTL1,14q32.2-q32.31,0.27388236,False
8693,GALNT4,12q21.33,0.25391227,False
170679,PSORS1C1,6p21.33,0.26914552,False
10963,STIP1,11q13.1,0.25526965,False
23527,ACAP2,3q29,0.25933266,False
56950,SMYD2,1q32.3,0.2536319,False
80125,CCDC33,15q24.1,0.2690565,False
222894,FERD3L,7p21.1,0.248716,False
83876,MRO,18q21.2,0.2623852,False
54535,CCHCR1,6p21.33,0.25675353,False
23574,PRG1,19q13.31,57.57801,True
94160,ABCC12,16q12.1,0.2536491,False
4685,NCAM2,21q21.1,0.32457417,False
90780,PYGO2,1q21.3,0.24633335,False
50834,TAS2R1,5p15.31-p15.2,0.25499904,False
114908,TMEM123,11q22.2,0.25131115,False
2020,EN2,7q36.3,0.24863254,False
282973,JAKMIP3,10q26.3,0.26424262,False
5820,PVT1,8q24.21,57.57801,True
10578,GNLY,2p11.2,0.25095454,False
319100,TAAR6,6q23.2,0.25454214,False
29950,SERTAD1,19q13.2,0.251912,False
11172,INSL6,9p24.1,0.26587173,False
101060321,TBC1D3G,17q12,0.26443925,False
10432,RBM14,11q13.2,0.24431111,False
9884,LRRC37A,17q21.31,0.26795503,False
130132,RFTN2,2q33.1,0.26145518,False
29098,RANGRF,17p13.1,0.24905276,False
5411,PNN,14q21.1,0.24841022,False
84986,ARHGAP19,10q24.1,0.24873048,False
4642,MYO1D,17q11.2,0.27193028,False
54874,FNBP1L,1p22.1,0.24731608,False
6462,SHBG,17p13.1,0.25518772,False
5996,RGS1,1q31.2,0.25182274,False
6447,SCG5,15q13.3,0.25051644,False
81931,ZNF93,19p12,0.25127673,False
9527,GOSR1,17q11.2,0.2491762,False
1608,DGKG,3q27.2-q27.3,0.24997006,False
113835,ZNF257,19p12,0.25965613,False
81793,TLR10,4p14,0.24596108,False
23082,PPRC1,10q24.32,0.25479433,False
4225,MEP1B,18q12.1,0.24956597,False
55177,RMDN3,15q15.1,0.25030363,False
9070,ASH2L,8p11.23,0.24590789,False
344595,DUBR,3q13.12,57.57801,True
8034,SLC25A16,10q21.3,0.2488873,False
79039,DDX54,12q24.13,0.24521765,False
10168,ZNF197,3p21.31,0.25747442,False
79085,SLC25A23,19p13.3,0.24973568,False
1008,CDH10,5p14.2-p14.1,0.27367604,False
619373,MBOAT4,8p12,0.2502841,False
6241,RRM2,2p25.1,0.2492027,False
3467,IFNW1,9p21.3,0.24986494,False
23130,ATG2A,11q13.1,0.24513763,False
2691,GHRH,20q11.23,0.24970928,False
10766,TOB2,22q13.2,0.24708499,False
8707,B3GALT2,1q31.2,0.25190443,False
54059,YBEY,21q22.3,0.25412995,False
80712,ESX1,Xq22.2,0.24571301,False
5555,PRH2,12p13.2,0.26372093,False
57721,METTL14,4q26,0.24654955,False
80851,SH3BP5L,1q44,0.26703155,False
3880,KRT19,17q21.2,0.2468488,False
55810,FOXJ2,12p13.31,0.25076267,False
152330,CNTN4,3p26.3-p26.2,0.3131109,False
9073,CLDN8,21q22.11,0.25455865,False
51150,SDF4,1p36.33,0.25068098,False
7193,TRE-TTC3-1,1p36.13,57.57801,True
22898,DENND3,8q24.3,0.26405,False
22841,RAB11FIP2,10q26.11,0.25469792,False
10578,GNLY,2p11.2,0.25175965,False
285588,EFCAB9,5q35.1,0.27104086,False
574501,MIR499A,20q11.22,0.26193997,False
56126,PCDHB10,5q31.3,0.25428033,False
55336,FBXL8,16q22.1,0.25972566,False
406957,MIR181C,19p13.12,0.2516671,False
8972,MGAM,7q34,0.24721566,False
166979,CDC20B,5q11.2,0.2508292,False
64782,AEN,15q26.1,0.24600251,False
9015,TAF1A,1q41,0.2582109,False
51673,TPPP3,16q22.1,0.25001758,False
8448,DOC2A,16p11.2,0.24638425,False
55010,PARPBP,12q23.2,0.24995802,False
56964,WDR93,15q26.1,0.25994387,False
80014,WWC2,4q35.1,0.25695944,False
8345,H2BC9,6p22.2,0.24929935,False
9274,BCL7C,16p11.2,0.24783568,False
10392,NOD1,7p14.3,0.2694033,False
10739,RFPL2,22q12.3,0.26059842,False
84844,PHF5A,22q13.2,0.24747428,False
10859,LILRB1,19q13.42,0.28631863,False
22920,KIFAP3,1q24.2,0.25981864,False
51318,MRPL35,2p11.2,0.24870494,False
55328,RNLS,10q23.31,0.25262162,False
10529,NEBL,10p12.31,0.26814753,False
126520,PLK5,19p13.3,0.25206777,False
10631,POSTN,13q13.3,0.24684238,False
10155,TRIM28,19q13.43,0.2704882,False
286148,DPY19L4,8q22.1,0.25369215,False
7188,TRAF5,1q32.3,0.2524616,False
166647,ADGRA3,4p15.2,0.25383732,False
23199,GSE1,16q24.1,0.83259577,True
158809,MAGEB6,Xp21.3,0.2645578,False
9135,RABEP1,17p13.2,0.2452026,False
3001,GZMA,5q11.2,0.24846202,False
51279,C1RL,12p13.31,0.2534052,False
406974,MIR197,1p13.3,0.2563602,False
54758,KLHDC4,16q24.2,0.26919818,False
51751,HIGD1B,17q21.31,0.26016188,False
56142,PCDHA6,5q31.3,0.26737177,False
57105,CYSLTR2,13q14.2,0.25052541,False
22802,CLCA4,1p22.3,0.24702428,False
55106,SLFN12,17q12,0.2522041,False
79018,GID4,17p11.2|17p11.2,0.2582814,False
2709,GJB5,1p34.3,0.2528492,False
100288687,DUX4,4q35.2,0.25330874,False
28862,IGKV1OR2-108,2q12-q14,57.57801,True
3985,LIMK2,22q12.2,0.2450856,False
25879,DCAF13,8q22.3,0.24610272,False
7268,TTC4,1p32.3,0.24850409,False
5707,PSMD1,2q37.1,0.25802305,False
3045,HBD,11p15.4,0.2512715,False
221178,SPATA13,13q12.12,0.25883693,False
124995,MRPL10,17q21.32,0.2501468,False
51631,LUC7L2,7q34,0.24895902,False
56897,WRNIP1,6p25.2,0.24930924,False
9577,BABAM2,2p23.2,0.2693488,False
158800,RHOXF1,Xq24,0.24822034,False
51127,TRIM17,1q42.13,0.2558364,False
23360,FNBP4,11p11.2,0.2611804,False
23054,NCOA6,20q11.22,0.2449245,False
30834,POLR1H,6p22.1,0.24933898,False
1072,CFL1,11q13.1,0.35706326,False
3133,HLA-E,6p22.1,0.275912,False
4608,MYBPH,1q32.1,0.26049173,False
25813,SAMM50,22q13.31,0.29632324,False
6990,DYNLT3,Xp11.4,0.2483767,False
780,DDR1,6p21.33,0.2616948,False
11057,ABHD2,15q26.1,0.24957325,False
353143,LCE3B,1q21.3,0.26106194,False
254887,ZDHHC23,3q13.31,0.24869195,False
389073,C2orf80,2q33.3,57.57801,True
6124,RPL4,15q22.31,0.24792816,False
63876,PKNOX2,11q24.2,0.25308067,False
5330,PLCB2,15q15.1,0.24514,False
116071,BATF2,11q13.1,0.24745436,False
6588,SLN,11q22.3,0.24496205,False
10636,RGS14,5q35.3,0.26617956,False
9569,GTF2IRD1,7q11.23,0.2557948,False
23161,SNX13,7p21.1,0.25159046,False
54891,INO80D,2q33.3,0.25295115,False
8933,RTL8C,Xq26.3,0.26562634,False
6222,RPS18,6p21.32,0.25553417,False
27340,UTP20,12q23.2,0.24805532,False
5101,PCDH9,13q21.32,0.30647412,False
2740,GLP1R,6p21.2,0.24598414,False
11316,COPE,19p13.11,0.24936862,False
1999,ELF3,1q32.1,0.2513267,False
51162,EGFL7,9q34.3,0.24960695,False
84675,TRIM55,8q13.1,0.24576794,False
79444,BIRC7,20q13.33,0.24535473,False
10666,CD226,18q22.2,0.24158333,False
1463,NCAN,19p13.11,0.25227344,False
203111,ERICH5,8q22.2,0.2632444,False
8202,NCOA3,20q13.12,0.25603068,False
124599,CD300LB,17q25.1,0.25708067,False
4585,MUC4,3q29,0.2537328,False
9646,CTR9,11p15.4,0.24795103,False
404744,NPSR1-AS1,7p14.3,57.57801,True
5577,PRKAR2B,7q22.3,0.24628638,False
55,ACP3,3q22.1,0.25685465,False
29943,PADI1,1p36.13,0.25289938,False
56928,SPPL2B,19p13.3,0.24983099,False
