GeneID,Symbol,description,reconstruction_error,is_anomaly
23595,ORC3,6q15,0.24656202,False
388021,TMEM179,14q32.33,0.2724538,False
211,ALAS1,3p21.2,0.24618466,False
55973,BCAP29,7q22.3,0.25012115,False
147650,SPACA6,19q13.41,0.25032502,False
605,BCL7A,12q24.31,0.25147128,False
5522,PPP2R2C,4p16.1,0.2645564,False
9848,MFAP3L,4q33,0.25472578,False
54823,SWT1,1q25.3,0.26686347,False
80775,TMEM177,2q14.2,0.25152218,False
407738,TAFA1,3p14.1,0.2737629,False
3884,KRT33B,17q21.2,0.2512707,False
348654,GEN1,2p24.2,0.24848603,False
5446,PON3,7q21.3,0.2460077,False
90736,VCF2,Xp11.21,0.2670875,False
6015,RING1,6p21.32,0.25218347,False
8331,H2AC14,6p22.1,57.57801,True
9886,RHOBTB1,10q21.2,0.25013313,False
353274,ZNF445,3p21.31,0.25088876,False
121274,ZNF641,12q13.11,0.2520943,False
830,CAPZA2,7q31.2,0.2443124,False
11124,FAF1,1p32.3,0.25977606,False
3635,INPP5D,2q37.1,0.26782042,False
2999,GZMH,14q12,0.25135037,False
3809,KIR2DS4,19q13.42,0.2622457,False
3841,KPNA5,6q22.1,0.2477277,False
81930,KIF18A,11p14.1,0.25255564,False
3050,HBZ,16p13.3,0.2514637,False
9125,CNOT9,2q35,0.2541007,False
83543,AIF1L,9q34.12-q34.13,0.2507533,False
23270,TSPYL4,6q22.1,0.25583282,False
7105,TSPAN6,Xq22.1,0.2521559,False
8932,MBD2,18q21.2,0.25024542,False
2734,GLG1,16q23.1,0.24677984,False
10001,MED6,14q24.2,0.24549547,False
1346,COX7A1,19q13.12,0.2510977,False
10921,RNPS1,16p13.3,0.25013152,False
84279,PRADC1,2p13.2,0.26048362,False
55729,ATF7IP,12p13.1,0.24888721,False
152573,SHISA3,4p13,0.26065975,False
25766,PRPF40B,12q13.12,0.26087537,False
474343,SPIN2B,Xp11.21,0.25281423,False
167153,TENT2,5q14.1,0.24572334,False
1609,DGKQ,4p16.3,0.27239794,False
2060,EPS15,1p32.3,0.25495324,False
57060,PCBP4,3p21.2,0.24751626,False
8662,EIF3B,7p22.3,0.25347438,False
146223,CMTM4,16q21-q22.1,0.2591537,False
50810,HDGFL3,15q25.2,0.24645244,False
57125,PLXDC1,17q12,0.25072563,False
576,ADGRB2,1p35.2,0.24808212,False
27036,SIGLEC7,19q13.41,0.2545375,False
6187,RPS2,16p13.3,0.2525399,False
27004,TCL6,14q32.13,57.57801,True
26747,NUFIP1,13q14.12,0.24753381,False
55567,DNAH3,16p12.3,0.24903493,False
4680,CEACAM6,19q13.2,0.24689442,False
5204,PFDN5,12q13.13,0.24567866,False
100507679,MUC22,6p21.33,0.26970083,False
7060,THBS4,5q14.1,0.2508184,False
1666,DECR1,8q21.3,0.24571016,False
5202,PFDN2,1q23.3,0.24788284,False
4675,NAP1L3,Xq21.32,0.26394907,False
5884,RAD17,5q13.2,0.24873205,False
22981,NINL,20p11.21,0.2498078,False
8848,TSC22D1,13q14.11,0.2458855,False
7753,ZNF202,11q24.1,0.2465082,False
6382,SDC1,2p24.1,0.25402245,False
10902,BRD8,5q31.2,0.24665807,False
3546,IGLV@,22q11.2,57.57801,True
55256,ADI1,2p25.3,0.24961233,False
25927,CNRIP1,2p14,0.24851081,False
1440,CSF3,17q21.1,0.2469032,False
10156,RASA4,7q22.1,0.24814786,False
230,ALDOC,17q11.2,0.24847849,False
22982,DIP2C,10p15.3,0.30542818,False
55171,TBCCD1,3q27.3,0.2551963,False
64693,CTAGE1,18q11.2,0.26621515,False
4133,MAP2,2q34,0.2756215,False
114769,CARD16,11q22.3,0.24860752,False
66005,CHID1,11p15.5,0.25109962,False
9248,GPR50,Xq28,0.2512699,False
220988,HNRNPA3,2q31.2,0.25282007,False
3134,HLA-F,6p22.1,0.26145273,False
9747,TCAF1,7q35,0.25232598,False
105372576,WAKMAR1,20p11.21,57.57801,True
2358,FPR2,19q13.41,0.25600237,False
90441,ZNF622,5p15.1,0.2532608,False
28978,TMEM14A,6p12.2,0.25122756,False
6932,TCF7,5q31.1,0.25999764,False
114132,SIGLEC11,19q13.33,0.25248668,False
5110,PCMT1,6q25.1,0.24663146,False
9920,KBTBD11,8p23.3,57.57801,True
150368,PHETA2,22q13.2,0.25744554,False
5919,RARRES2,7q36.1,0.2496013,False
4892,NRAP,10q25.3,0.24562134,False
406950,MIR16-1,13q14.2,0.25312108,False
64101,LRRC4,7q32.1,0.24930423,False
55718,POLR3E,16p12.2,0.25255257,False
22916,NCBP2,3q29,0.25742698,False
10346,TRIM22,11p15.4,0.2507158,False
84085,FBXO30,6q24.3,0.25402805,False
56261,GPCPD1,20p12.3,0.25550142,False
2315,MLANA,9p24.1,0.2666323,False
280,AMY2B,1p21.1,0.24980317,False
3066,HDAC2,6q21,0.34004343,False
2960,GTF2E1,3q13.33,0.25013638,False
9741,LAPTM4A,2p24.1,0.2557038,False
8520,HAT1,2q31.1,0.24586803,False
150678,COPS9,2q37.3,0.26418135,False
10605,PAIP1,5p12,0.24767183,False
554203,JPX,Xq13.2,0.25906804,False
7738,ZNF184,6p22.1,0.2635924,False
54662,TBC1D13,9q34.11,0.2526403,False
9779,TBC1D5,3p24.3,0.27359748,False
23587,ELP5,17p13.1,0.25039357,False
5565,PRKAB2,1q21.1,0.24968678,False
25996,REXO2,11q23.2,0.24737734,False
23421,ITGB3BP,1p31.3,0.2473621,False
25759,SHC2,19p13.3,0.2573558,False
147650,SPACA6,19q13.41,0.25022915,False
6257,RXRB,6p21.32,0.26305637,False
1265,CNN2,19p13.3,0.25266162,False
26225,ARL5A,2q23.3,0.2536664,False
79987,SVEP1,9q31.3,0.24250121,False
5532,PPP3CB,10q22.2,0.2702623,False
26512,INTS6,13q14.3,0.24606094,False
7586,ZKSCAN1,7q22.1,0.25076613,False
51764,GNG13,16p13.3,0.25683945,False
56911,MAP3K7CL,21q21.3,0.26028925,False
1666,DECR1,8q21.3,0.24579419,False
6869,TACR1,2p12,0.2771225,False
3802,KIR2DL1,19q13.42,0.2599631,False
23231,SEL1L3,4p15.2,0.26784676,False
574481,MIR521-2,19q13.42,0.26953706,False
6013,RLN1,9p24.1,0.2578663,False
10465,PPIH,1p34.2,0.2468833,False
4692,NDN,15q11.2,0.2506806,False
100129528,MUC8,12q24.33,57.57801,True
80124,VCPIP1,8q13.1,0.24235423,False
26032,SUSD5,3p22.3,0.26137438,False
406937,MIR145,5q32,0.26354954,False
442906,MIR338,17q25.3,0.2595691,False
7057,THBS1,15q14,0.39900038,True
5452,POU2F2,19q13.2,0.24596612,False
84817,TXNDC17,17p13.1,0.25370884,False
81490,PTDSS2,11p15.5,0.25653782,False
133558,MROH2B,5p13.1,0.25222337,False
140775,SMCR8,17p11.2,0.24655588,False
253769,WDR27,6q27,0.2735646,False
7323,UBE2D3,4q24,0.24429101,False
55335,NIPSNAP3B,9q31.1,0.25819293,False
3805,KIR2DL4,19q13.42,0.25491542,False
10975,UQCR11,19p13.3,0.27198967,False
2553,GABPB1,15q21.2,0.2509866,False
5719,PSMD13,11p15.5,0.25275287,False
4671,NAIP,5q13.2,0.24995865,False
9908,G3BP2,4q21.1,0.2470055,False
64375,IKZF4,12q13.2,0.245912,False
25949,SYF2,1p36.11,0.24741338,False
146923,RUNDC1,17q21.31,0.26646027,False
5717,PSMD11,17q11.2,0.24907367,False
27018,BEX3,Xq22.2,0.24640445,False
6876,TAGLN,11q23.3,0.25393322,False
6193,RPS5,19q13.43,0.25050816,False
84328,LZIC,1p36.22,0.26440904,False
11343,MGLL,3q21.3,0.24761723,False
23630,KCNE5,Xq23,0.24502604,False
54897,CASZ1,1p36.22,0.2752787,False
285955,SPDYE1,7p13,0.2619502,False
8498,RANBP3,19p13.3,0.25531068,False
23136,EPB41L3,18p11.31,0.25410357,False
64745,METTL17,14q11.2,0.25171956,False
148281,SYT6,1p13.2,0.24324484,False
54951,COMMD8,4p12,0.25325742,False
9087,TMSB4Y,Yq11.221,0.27900416,False
391253,SPINT4,20q13.12,0.26493287,False
9597,SMAD5-AS1,5q31.1,0.25807238,False
7267,TTC3,21q22.13,0.24829814,False
399909,PCNX3,11q13.1,0.25987837,False
388323,GLTPD2,17p13.2,0.26172012,False
57563,KLHL8,4q22.1,0.26277587,False
392636,AGMO,7p21.2,0.2789255,False
55000,TUG1,22q12.2,57.57801,True
257144,GCSAM,3q13.2,0.24868403,False
100507308,TARID,6q23.2,57.57801,True
6398,SECTM1,17q25.3,0.24506985,False
55974,SLC50A1,1q22,0.25167084,False
147111,NOTUM,17q25.3,0.24816228,False
84726,PRRC2B,9q34.13,0.259814,False
56344,CABP5,19q13.33,0.25364614,False
644168,DRGX,10q11.23,0.24808353,False
4537,ND3,-,0.25619972,False
10906,TRAFD1,12q24.13,0.25243822,False
10611,PDLIM5,4q22.3,0.24558502,False
100101490,MCTS2,20q11.21,0.26201403,False
200523,SPMIP9,2p11.2,0.2501941,False
100129464,LINC01546,Xp22.33,57.57801,True
137970,UNC5D,8p12,0.26885292,False
83539,CHST9,18q11.2,0.25199413,False
10877,CFHR4,1q31.3,0.25754324,False
11176,BAZ2A,12q13.3,0.24455301,False
5214,PFKP,10p15.2,0.25235727,False
51596,CUTA,6p21.32,0.25451052,False
57405,SPC25,2q24.3,0.25399464,False
4499,MT1M,16q13,0.25366575,False
148979,GLIS1,1p32.3,0.2516984,False
101234261,LSINCT5,5p15.33,57.57801,True
1104,RCC1,1p35.3,0.24662071,False
10434,LYPLA1,8q11.23,0.24428701,False
5525,PPP2R5A,1q32.3,0.2516607,False
92359,CRB3,19p13.3,0.25487053,False
220064,LTO1,11q13.3,0.25198478,False
29015,SLC43A3,11q12.1,0.24945149,False
574492,MIR517C,19q13.42,0.2648229,False
221241,LINC00305,18q22.1,57.57801,True
10554,AGPAT1,6p21.32,0.253229,False
148170,CDC42EP5,19q13.42,0.25480402,False
117579,RLN3,19p13.12,0.2598797,False
7145,TNS1,2q35,0.26775634,False
9118,INA,10q24.33,0.24451162,False
6579,SLCO1A2,12p12.1,0.24612267,False
2791,GNG11,7q21.3,0.25191325,False
57188,ADAMTSL3,15q25.2,0.27134392,False
55657,ZNF692,1q44,0.26043424,False
134728,IRAK1BP1,6q14.1,0.25295803,False
84988,PPP1R16A,8q24.3,0.25333053,False
51131,PHF11,13q14.2,0.25275713,False
149428,BNIPL,1q21.3,0.25384456,False
6015,RING1,6p21.32,0.25220558,False
83942,TSSK1B,5q22.2,0.257554,False
29113,C6orf15,6p21.33,0.2588397,False
6954,TCP11,6p21.31,0.25171593,False
10988,METAP2,12q22,0.2471855,False
122769,LRR1,14q21.3,0.25553823,False
140,ADORA3,1p13.2,0.24807635,False
54812,AFTPH,2p14,0.24872735,False
25849,PARM1,4q13.3,0.25018236,False
5653,KLK6,19q13.41,0.24848707,False
728082,CT47A3,Xq24,57.57801,True
200933,FBXO45,3q29,0.25781864,False
976,ADGRE5,19p13.12,0.2551576,False
283464,GXYLT1,12q12,0.25612903,False
4682,NUBP1,16p13.13,0.25158766,False
79075,DSCC1,8q24.12,0.24654491,False
91584,PLXNA4,7q32.3,0.2669076,False
100507650,RNF212B,14q11.2,0.2506467,False
6142,RPL18A,19p13.11,0.2510058,False
163071,ZNF114,19q13.33,0.25402978,False
2968,GTF2H4,6p21.33,0.25238848,False
150223,YDJC,22q11.21,0.25948024,False
23002,DAAM1,14q23.1,0.24589014,False
92552,ATXN3L,Xp22.2,0.25411096,False
11120,BTN2A1,6p22.2,0.25851798,False
115653,KIR3DL3,19q13.42,0.26576462,False
8871,SYNJ2,6q25.3,0.24815927,False
51650,MRPS33,7q34,0.2543021,False
171586,ABHD3,18q11.2,0.24909635,False
8366,H4C2,6p22.2,0.2474457,False
3805,KIR2DL4,19q13.42,0.25572544,False
259283,MDS2,1p36.11,0.2700515,False
78996,CYREN,7q33,0.24695612,False
221443,OARD1,6p21.1,0.24746732,False
5460,POU5F1,6p21.33,0.25722206,False
337880,KRTAP11-1,21q22.11,0.2615235,False
54511,HMGCLL1,6p12.1,0.24819356,False
9891,NUAK1,12q23.3,0.24468525,False
400258,C14orf180,14q32.33,0.26429498,False
55686,MREG,2q35,0.25236657,False
51232,CRIM1,2p22.2,0.25145626,False
55799,CACNA2D3,3p21.1-p14.3,0.31940654,False
10767,HBS1L,6q23.3,0.25445408,False
51138,COPS4,4q21.22,0.24714197,False
10499,NCOA2,8q13.3,0.2590897,False
10905,MAN1A2,1p12,0.24303505,False
7130,TNFAIP6,2q23.3,0.24413332,False
338811,TAFA2,12q14.1,0.26942098,False
22863,ATG14,14q22.3,0.2585024,False
51495,HACD3,15q22.31,0.2440544,False
8605,PLA2G4C,19q13.33,0.26032254,False
29128,UHRF1,19p13.3,0.30958146,False
65008,MRPL1,4q21.1,0.24817887,False
401548,SNX30,9q32,0.25606537,False
5619,PRM1,16p13.13,0.25444776,False
5968,REG1B,2p12,0.25398344,False
29058,TMEM230,20p13-p12.3,0.260415,False
2829,XCR1,3p21.31,0.24461924,False
260293,CYP4X1,1p33|1,0.26093364,False
406931,MIR139,11q13.4,0.25664642,False
29952,DPP7,9q34.3,0.2469838,False
54331,GNG2,14q22.1,0.24697384,False
54477,PLEKHA5,12p12.3,0.25069195,False
51451,LCMT1,16p12.1,0.24942456,False
339883,APRG1,3p22.2,0.26488093,False
8406,SRPX,Xp11.4,0.24992165,False
101929559,PIRAT1,2p22.2,57.57801,True
83729,INHBE,12q13.3,0.2534208,False
10987,COPS5,8q13.1,0.2504345,False
6046,BRD2,6p21.32,0.24618365,False
11278,KLF12,13q22.1,0.279207,False
5118,PCOLCE,7q22.1,0.2466536,False
257062,CATSPERD,19p13.3,0.25583583,False
116843,SLC18B1,6q23.2,0.24830501,False
64859,NABP1,2q32.3,0.25252393,False
4360,MRC1,10p12.33,0.25520438,False
11244,ZHX1,8q24.13,0.24719708,False
54460,MRPS21,1q21.2,0.25151244,False
407036,MIR32,9q31.3,0.26352018,False
100132015,TEX13D,Xq25,0.26305085,False
503582,ARGFX,3q13.33,0.25192815,False
602,BCL3,19q13.32,0.26167035,False
5562,PRKAA1,5p13.1,0.39791873,True
3811,KIR3DL1,19q13.42,0.25912946,False
284013,VMO1,17p13.2,0.2640954,False
23190,UBXN4,2q21.3,0.25043473,False
29982,NRBF2,10q21.3,0.25116426,False
64100,ELSPBP1,19q13.33,0.2603535,False
727910,TLCD2,17p13.3,0.2594998,False
89832,CHRFAM7A,15q13.2,0.263092,False
26118,WSB1,17q11.1,0.25460503,False
9238,TBRG4,7p13,0.24986033,False
677778,SCARNA15,15q25.2,0.26192704,False
795,S100G,Xp22.2,0.25566208,False
1114,CHGB,20p12.3,0.25483587,False
6203,RPS9,19q13.42,0.25289577,False
10263,CDK2AP2,11q13.2,0.2513647,False
5569,PKIA,8q21.13,0.25370654,False
55507,GPRC5D,12p13.1,0.25344416,False
5436,POLR2G,11q12.3,0.24506067,False
5939,RBMS2,12q13.3,0.24887227,False
84440,RAB11FIP4,17q11.2,0.25690582,False
1164,CKS2,9q22.2,0.26687416,False
6619,SNAPC3,9p22.3,0.24797513,False
26019,UPF2,10p14,0.24818704,False
4324,MMP15,16q21,0.2452563,False
4580,MTX1,1q22,0.25042173,False
56140,PCDHA8,5q31.3,0.27047926,False
3744,KCNA10,1p13.3,0.24502815,False
388,RHOB,2p24.1,0.25640947,False
128853,DUSP15,20q11.21,0.24677843,False
374882,TMEM205,19p13.2,0.2658433,False
23593,HEBP2,6q24.1,0.25070208,False
148113,CILP2,19p13.11,0.2573292,False
100505994,LUCAT1,5q14.3,57.57801,True
80003,PCNX2,1q42.2,0.2687887,False
56111,PCDHGA4,5q31.3,0.26920518,False
55561,CDC42BPG,11q13.1,0.24814104,False
2802,GOLGA3,12q24.33,0.24900305,False
6706,SPRR2G,1q21.3,0.25904128,False
7290,HIRA,22q11.21,0.25326642,False
55749,CCAR1,10q21.3,0.24422364,False
58526,MID1IP1,Xp11.4,0.25025254,False
64333,ARHGAP9,12q13.3,0.24883772,False
55110,MAGOHB,12p13.2,0.25080937,False
120425,JAML,11q23.3,0.24459095,False
55004,LAMTOR1,11q13.4,0.25089157,False
115557,ARHGEF25,12q13.3,0.25257102,False
285834,HCG22,6p21.33,0.26608786,False
285613,RELL2,5q31.3,0.25132388,False
83699,SH3BGRL2,6q14.1,0.26006418,False
51046,ST8SIA3,18q21.31,0.2559372,False
653149,NBPF6,1p13.3,0.26598048,False
28969,BZW2,7p21.1,0.25791216,False
23172,ABRAXAS2,10q26.13,0.24743965,False
3223,HOXC6,12q13.13,0.2574628,False
29115,SAP30BP,17q25.1,0.25418565,False
29766,TMOD3,15q21.2,0.24475439,False
23764,MAFF,22q13.1,0.25421792,False
55256,ADI1,2p25.3,0.25375953,False
80321,CEP70,3q22.3,0.24963628,False
4246,SCGB2A1,11q12.3,0.25723332,False
339896,GADL1,3p24.1-p23,0.25309384,False
9889,ZBED4,22q13.33,0.2575311,False
121504,H4C16,12p12.3,0.2506689,False
150221,RIMBP3C,22q11.21,0.2593357,False
60672,MIIP,1p36.22,0.2659599,False
9422,ZNF264,19q13.43,0.2527229,False
170589,GPHA2,11q13.1,0.26143995,False
7177,TPSAB1,16p13.3,0.2544408,False
25945,NECTIN3,3q13.13,0.24667868,False
161,AP2A2,11p15.5,0.26000348,False
51762,RAB8B,15q22.2,0.24936046,False
6836,SURF4,9q34.2,0.25544184,False
8470,SORBS2,4q35.1,0.25790066,False
3805,KIR2DL4,19q13.42,0.25541165,False
28316,CDH20,18q21.33,0.25261807,False
3705,ITPK1,14q32.12,0.26987955,False
344838,PAQR9,3q23,0.2586421,False
677769,SCARNA17,18q21.1,0.26233742,False
7917,BAG6,6p21.33,0.27064928,False
5997,RGS2,1q31.2,0.25363615,False
102682016,LINC01159,2q12.1,57.57801,True
128861,BPIFA3,20q11.21,0.26719153,False
11329,STK38,6p21.31,0.2496543,False
8756,ADAM7,8p21.2,0.2538947,False
386724,AMIGO3,3p21.31,0.25450295,False
84650,EBPL,13q14.2,0.25569016,False
79897,RPP21,6p22.1,0.25167015,False
379,ARL4D,17q21.31,0.24924155,False
177,AGER,6p21.32,0.31476897,False
54739,XAF1,17p13.1,0.25266868,False
27339,PRPF19,11q12.2,0.25220692,False
55311,ZNF444,19q13.43,0.25145465,False
55803,ADAP2,17q11.2,0.25739047,False
90019,SYT8,11p15.5,0.2558637,False
51454,GULP1,2q32.1-q32.2,0.26401144,False
6366,CCL21,9p13.3,0.28112683,False
51207,DUSP13B,10q22.2,0.24789861,False
9638,FEZ1,11q24.2,0.24331945,False
56106,PCDHGA10,5q31.3,0.28055605,False
51547,SIRT7,17q25.3,0.25702035,False
968,CD68,17p13.1,0.25073907,False
9564,BCAR1,16q23.1,0.25778016,False
51133,KCTD3,1q41,0.27039137,False
3811,KIR3DL1,19q13.42,0.2591198,False
83853,ROPN1L,5p15.2,0.25174227,False
254531,LPCAT4,15q14,0.25232625,False
6676,SPAG4,20q11.22,0.2492946,False
728090,CT47A2,Xq24,57.57801,True
165545,DQX1,2p13.1,0.2553254,False
3626,INHBC,12q13.3,0.25512883,False
7332,UBE2L3,22q11.21,0.25185075,False
166614,DCLK2,4q31.23-q31.3,0.27602047,False
284723,SLC25A34,1p36.21,0.26536092,False
26508,HEYL,1p34.2,0.25454178,False
56851,EMC7,15q14,0.25559106,False
3024,H1-1,6p22.2,0.24827689,False
171568,POLR3H,22q13.2,0.24594755,False
642517,AGAP9,10q11.22,0.26059738,False
25890,ABI3BP,3q12.2,0.28049085,False
3042,HBM,16p13.3,0.25765708,False
6274,S100A3,1q21.3,0.26105902,False
126433,FBXO27,19q13.2,0.2499413,False
124401,ANKS3,16p13.3,0.25869137,False
406977,MIR199A2,1q24.3,0.26551762,False
51201,ZDHHC2,8p22,0.25091764,False
8859,WHR1,6p21.33,0.25426993,False
5027,P2RX7,12q24.31,0.47237846,True
171568,POLR3H,22q13.2,0.24579749,False
84623,KIRREL3,11q24.2,0.2960779,False
55437,STRADB,2q33.1,0.2515119,False
58511,DNASE2B,1p31.1-p22.3,0.25187287,False
55786,ZNF415,19q13.42,0.2514203,False
342900,LEUTX,19q13.2,0.25150856,False
1176,AP3S1,5q22.3-q23.1,0.24664466,False
51066,SSUH2,3p25.3,0.2563162,False
57125,PLXDC1,17q12,0.25102416,False
55316,RSAD1,17q21.33,0.2507586,False
51635,DHRS7,14q23.1,0.25151068,False
1198,CLK3,15q24.1,0.2466146,False
5875,RABGGTA,14q12,0.24848484,False
2850,GPR27,3p13,0.25523254,False
839,CASP6,4q25,0.25475177,False
10179,RBM7,11q23.2,0.2501607,False
3996,LLGL1,17p11.2,0.24774176,False
10725,NFAT5,16q22.1,0.24457367,False
132789,GNPDA2,4p12,0.24920842,False
55920,RCC2,1p36.13,0.25426847,False
79101,TAF1D,11q21,0.24820873,False
22803,XRN2,20p11.22,0.25512308,False
7236,TRT-TGT6-1,5q35.3,57.57801,True
3267,AGFG1,2q36.3,0.25325474,False
161835,FSIP1,15q14,57.57801,True
441061,MARCHF11,5p15.1,0.25971186,False
140733,MACROD2,20p12.1,0.25665933,False
387695,GPR15LG,10q23.1,0.24590395,False
100132015,TEX13D,Xq25,0.26299274,False
11197,WIF1,12q14.3,0.2531316,False
6405,SEMA3F,3p21.31,0.24899538,False
56103,PCDHGB2,5q31.3,0.27233893,False
195814,SDR16C5,8q12.1,0.24730209,False
79724,ZNF768,16p11.2,0.25121954,False
64115,VSIR,10q22.1,0.2537629,False
123591,TMEM266,15q24.2,0.2507533,False
2251,FGF6,12p13.32,0.25095025,False
161823,MAPDA,15q15.3,0.25221014,False
128272,ARHGEF19,1p36.13,0.25752577,False
56339,METTL3,14q11.2,0.25776836,False
375519,GJB7,6q14.3-q15,0.25302938,False
83852,SETDB2,13q14.2,0.24479789,False
6941,TCF19,6p21.33,0.25783947,False
1672,DEFB1,8p23.1,0.25143915,False
51522,TMEM14C,6p24.2,0.2549278,False
26140,TTLL3,3p25.3,0.24792217,False
158046,NXNL2,9q22.1,0.26550466,False
285190,RGPD4,2q12.3,0.25965512,False
3895,KTN1,14q22.3,0.248281,False
84727,SPSB2,12p13.31,0.2539679,False
6517,SLC2A4,17p13.1,0.27178288,False
406961,MIR185,22q11.21,0.25122064,False
50804,MYEF2,15q21.1,0.25088218,False
222,ALDH3B2,11q13.2,0.24805637,False
100132285,KIR2DS2,19q13.4,0.2603781,False
56142,PCDHA6,5q31.3,0.27237982,False
597,BCL2A1,15q25.1,0.24683051,False
51266,CLEC1B,12p13.31-p13.2,0.25510827,False
2786,GNG4,1q42.3,0.2588607,False
1192,CLIC1,6p21.33,0.25149524,False
10284,SAP18,13q12.11,0.247745,False
23142,DCUN1D4,4q12,57.57801,True
1677,DFFB,1p36.32,0.24802203,False
54716,SLC6A20,3p21.31,0.24722412,False
79568,MAIP1,2q33.1,0.25605038,False
23085,ERC1,12p13.33,0.2701648,False
10859,LILRB1,19q13.42,0.2863266,False
7141,TNP1,2q35,0.25780347,False
103164619,PCAT2,8q24.21,57.57801,True
10721,POLQ,3q13.33,0.26405063,False
26239,LCE2B,1q21.3,0.2621171,False
6856,SYPL1,7q22.3,0.2578106,False
10209,EIF1,17q21.2,0.2472968,False
1432,MAPK14,6p21.31,0.37221012,False
91272,BOD1,5q35.2,0.24909614,False
219537,SMTNL1,11q12.1,0.24916117,False
4637,MYL6,12q13.2,0.24609262,False
3108,HLA-DMA,6p21.32,0.25032786,False
51157,ZNF580,19q13.42,0.24556702,False
6993,DYNLT1,6q25.3,0.24866782,False
399823,FOXI2,10q26.2,0.31603175,False
4048,LTA4H,12q23.1,0.24524415,False
9904,RBM19,12q24.13-q24.21,0.24882704,False
283971,CLEC18C,16q22.1,0.2537517,False
26994,RNF11,1p32.3,0.24606514,False
4147,MATN2,8q22.1-q22.2,0.24698965,False
5093,PCBP1,2p13.3,0.24724089,False
406907,MIR124-1,8p23.1,0.26687035,False
23246,BOP1,8q24.3,0.24659877,False
3115,HLA-DPB1,6p21.32,0.26127738,False
220064,LTO1,11q13.3,0.2519844,False
51250,MTRES1,6q21,0.24914904,False
1549,CYP2A7,19q13.2,0.24975604,False
27111,SDCBP2,20p13,0.24831684,False
83460,EMC6,17p13.2,0.2593691,False
782,CACNB1,17q12,0.24442035,False
6694,SPP2,2q37.1,0.27000874,False
57630,SH3RF1,4q32.3-q33,0.24527149,False
79370,BCL2L14,12p13.2,0.36871034,False
146439,BICDL2,16p13.3,0.26065475,False
56134,PCDHAC2,5q31.3,0.27504477,False
92181,UBTD2,5q35.1,0.26729977,False
9960,USP3,15q22.31,0.2458688,False
54827,NXPE4,11q23.2-q23.3,0.27147126,False
6637,SNRPG,2p13.3,0.26233044,False
255220,TXNDC8,9q31.3,0.2501161,False
5198,PFAS,17p13.1,0.24873763,False
162681,C18orf54,18q21.2,0.2613669,False
84283,TMEM79,1q22,0.25099337,False
256364,EML3,11q12.3,0.24732591,False
60491,NIF3L1,2q33.1,0.25561422,False
4490,MT1B,16q13,0.25218862,False
10687,PNMA2,8p21.2,0.25844985,False
10454,TAB1,22q13.1,0.24912715,False
124460,SNX20,16q12.1,0.24904408,False
54495,TMX3,18q22.1,0.26246685,False
8519,IFITM1,11p15.5,0.25016198,False
10569,SLU7,5q33.3,0.24765116,False
9139,CBFA2T2,20q11.21-q11.22,0.24870923,False
200958,MUC20,3q29,0.25524992,False
27,ABL2,1q25.2,0.2599309,False
402778,IFITM10,11p15.5,0.26683655,False
441864,TARM1,19q13.42,0.25708705,False
51076,CUTC,10q24.2,0.24870393,False
57469,PNMA8B,19q13.32,57.57801,True
442905,MIR337,14q32.2,0.2657873,False
3805,KIR2DL4,19q13.42,0.25491694,False
29082,CHMP4A,14q12,0.27520585,False
134429,STARD4,5q22.1,0.24759445,False
57701,NCKAP5L,12q13.12,0.2504264,False
3958,LGALS3,14q22.3,0.27514994,False
4828,NMB,15q25.2,0.24904229,False
3131,HLF,17q22,0.24457939,False
100861412,FSBP,8q22.1,0.26602662,False
2219,FCN1,9q34.3,0.24631855,False
83541,FAM110A,20p13,0.25451007,False
1101,CHAD,17q21.33,0.25411326,False
1132,CHRM4,11p11.2,0.25443673,False
219623,TMEM26,10q21.2,0.30723783,False
5563,PRKAA2,1p32.2,0.29889897,False
389840,MAP3K15,Xp22.12,0.26136592,False
144715,RAD9B,12q24.11,0.2596808,False
93099,DMKN,19q13.12,0.2585695,False
151888,BTLA,3q13.2,0.25220162,False
5268,SERPINB5,18q21.33,0.25036788,False
259215,LY6G6F,6p21.33,0.26385662,False
359845,RFLNB,17p13.3,0.25657013,False
8969,H2AC11,6p22.1,0.2508427,False
10072,DPP3,11q13.2,0.24757886,False
54851,ANKRD49,11q21,0.2544043,False
4863,NPAT,11q22.3,0.24881728,False
85477,SCIN,7p21.3,0.24805461,False
26097,CHTOP,1q21.3,0.24852021,False
6725,SRMS,20q13.33,0.24492392,False
3485,IGFBP2,2q35,0.2544493,False
8825,LIN7A,12q21.31,0.27420232,False
57291,DANCR,4q12,57.57801,True
10884,MRPS30,5p12,0.25417814,False
1504,CTRB1,16q23.1,0.2536737,False
8358,H3C2,6p22.2,0.24734825,False
11051,NUDT21,16q13,0.24792849,False
51068,NMD3,3q26.1,0.25020006,False
8938,BAIAP3,16p13.3,0.2568239,False
407002,MIR219A1,6p21.32,0.26216203,False
29990,PILRB,7q22.1,0.252142,False
115123,MARCHF3,5q23.2,0.24683216,False
4489,MT1A,16q13,0.25187325,False
56117,PCDHA@,5q31.3,57.57801,True
91445,RNF185,22q12.2,0.24756025,False
574472,MIR518F,19q13.42,0.2634747,False
51734,MSRB1,16p13.3,0.24953778,False
256364,EML3,11q12.3,0.24732557,False
128710,SLX4IP,20p12.2,0.2663389,False
